"OBWOD","REJ","POP_REJ","N_ADRESY_R","CLC_area_R","UA_area_R","BDOT_area_R"
"6731301","673130",469,3,35005.5762499634,25913.9415982699,4835.97606345126
"6731302","673130",469,3,35005.5762499634,25913.9415982699,4835.97606345126
"6731401","673140",670,11,58840.097858451,25715.3474023308,13216.3006008944
"6731403","673140",670,11,58840.097858451,25715.3474023308,13216.3006008944
"6731405","673140",670,11,58840.097858451,25715.3474023308,13216.3006008944
"6731404","673140",670,11,58840.097858451,25715.3474023308,13216.3006008944
"6731402","673140",670,11,58840.097858451,25715.3474023308,13216.3006008944
"6731502","673150",1095,15,122367.895306993,20881.7122860232,7181.19627325838
"6731501","673150",1095,15,122367.895306993,20881.7122860232,7181.19627325838
"6731603","673160",1235,15,46810.5909376561,31345.9216118312,23148.830983945
"6731601","673160",1235,15,46810.5909376561,31345.9216118312,23148.830983945
"6731605","673160",1235,15,46810.5909376561,31345.9216118312,23148.830983945
"6731604","673160",1235,15,46810.5909376561,31345.9216118312,23148.830983945
"6731606","673160",1235,15,46810.5909376561,31345.9216118312,23148.830983945
"6731602","673160",1235,15,46810.5909376561,31345.9216118312,23148.830983945
"6731702","673170",511,6,48342.6531248719,31751.7583045194,8481.40986682719
"6731701","673170",511,6,48342.6531248719,31751.7583045194,8481.40986682719
"6731801","673180",301,1,22287.606875062,10943.9032163412,2006.11592867793
"6731901","673190",903,14,71365.0368750892,37528.0599929841,12958.7991705664
"6731904","673190",903,14,71365.0368750892,37528.0599929841,12958.7991705664
"6731905","673190",903,14,71365.0368750892,37528.0599929841,12958.7991705664
"6731903","673190",903,14,71365.0368750892,37528.0599929841,12958.7991705664
"6731902","673190",903,14,71365.0368750892,37528.0599929841,12958.7991705664
"6732003","673200",950,25,31478.7871875177,19090.9760500659,14794.0642546884
"6732001","673200",950,25,31478.7871875177,19090.9760500659,14794.0642546884
"6732002","673200",950,25,31478.7871875177,19090.9760500659,14794.0642546884
"6732005","673200",950,25,31478.7871875177,19090.9760500659,14794.0642546884
"6732004","673200",950,25,31478.7871875177,19090.9760500659,14794.0642546884
"6732104","673210",691,36,41544.9187499933,17729.896323921,15127.0341565543
"6732101","673210",691,36,41544.9187499933,17729.896323921,15127.0341565543
"6732103","673210",691,36,41544.9187499933,17729.896323921,15127.0341565543
"6732102","673210",691,36,41544.9187499933,17729.896323921,15127.0341565543
"6732201","673220",355,36,441111.440715222,62250.6930072675,24630.1503717478
"6732202","673220",355,36,441111.440715222,62250.6930072675,24630.1503717478
"6732303","673230",1114,30,107577.401875222,54186.7772701192,21845.2143355337
"6732304","673230",1114,30,107577.401875222,54186.7772701192,21845.2143355337
"6732302","673230",1114,30,107577.401875222,54186.7772701192,21845.2143355337
"6732301","673230",1114,30,107577.401875222,54186.7772701192,21845.2143355337
"6732305","673230",1114,30,107577.401875222,54186.7772701192,21845.2143355337
"6732401","673240",637,8,37252.723749931,29832.3516743149,4476.89561366395
"6732402","673240",637,8,37252.723749931,29832.3516743149,4476.89561366395
"6732501","673250",682,27,21399.4253124453,18718.9343873665,13668.2791435462
"6732504","673250",682,27,21399.4253124453,18718.9343873665,13668.2791435462
"6732502","673250",682,27,21399.4253124453,18718.9343873665,13668.2791435462
"6732503","673250",682,27,21399.4253124453,18718.9343873665,13668.2791435462
"6732601","673260",1278,46,77905.7140625224,49450.0788413598,20979.2689193769
"6732606","673260",1278,46,77905.7140625224,49450.0788413598,20979.2689193769
"6732603","673260",1278,46,77905.7140625224,49450.0788413598,20979.2689193769
"6732604","673260",1278,46,77905.7140625224,49450.0788413598,20979.2689193769
"6732605","673260",1278,46,77905.7140625224,49450.0788413598,20979.2689193769
"6732602","673260",1278,46,77905.7140625224,49450.0788413598,20979.2689193769
"6732706","673270",1623,34,64770.5590624447,31815.4637409602,27996.2160277802
"6732701","673270",1623,34,64770.5590624447,31815.4637409602,27996.2160277802
"6732702","673270",1623,34,64770.5590624447,31815.4637409602,27996.2160277802
"6732707","673270",1623,34,64770.5590624447,31815.4637409602,27996.2160277802
"6732704","673270",1623,34,64770.5590624447,31815.4637409602,27996.2160277802
"6732703","673270",1623,34,64770.5590624447,31815.4637409602,27996.2160277802
"6732705","673270",1623,34,64770.5590624447,31815.4637409602,27996.2160277802
"6732801","673280",1086,53,11076.6352734705,80408.8939836486,76905.2660419433
"6732803","673280",1086,53,11076.6352734705,80408.8939836486,76905.2660419433
"6732802","673280",1086,53,11076.6352734705,80408.8939836486,76905.2660419433
"6732804","673280",1086,53,11076.6352734705,80408.8939836486,76905.2660419433
"6732901","673290",1023,8,21878.0568750519,13740.9687227337,8809.42021539598
"6732902","673290",1023,8,21878.0568750519,13740.9687227337,8809.42021539598
"6733003","673300",1147,15,40347.0193749099,32851.922396494,24764.2446732876
"6733001","673300",1147,15,40347.0193749099,32851.922396494,24764.2446732876
"6733005","673300",1147,15,40347.0193749099,32851.922396494,24764.2446732876
"6733004","673300",1147,15,40347.0193749099,32851.922396494,24764.2446732876
"6733006","673300",1147,15,40347.0193749099,32851.922396494,24764.2446732876
"6733002","673300",1147,15,40347.0193749099,32851.922396494,24764.2446732876
"6733101","673310",312,1,11465.7299999297,7621.37083404604,2068.33446792047
"6733201","673320",310,9,82402.3028125768,33530.2884052041,1451.7853113265
"6733202","673320",310,9,82402.3028125768,33530.2884052041,1451.7853113265
"6733302","673330",1184,14,44820.1675000824,21191.6371817958,12160.2037827524
"6733301","673330",1184,14,44820.1675000824,21191.6371817958,12160.2037827524
"6733403","673340",661,19,31681.8840624132,26792.4874143584,12202.9670160669
"6733402","673340",661,19,31681.8840624132,26792.4874143584,12202.9670160669
"6733401","673340",661,19,31681.8840624132,26792.4874143584,12202.9670160669
"6733502","673350",2318,49,202591.861626005,53661.4779916592,36095.0748372996
"6733506","673350",2318,49,202591.861626005,53661.4779916592,36095.0748372996
"6733503","673350",2318,49,202591.861626005,53661.4779916592,36095.0748372996
"6733504","673350",2318,49,202591.861626005,53661.4779916592,36095.0748372996
"6733505","673350",2318,49,202591.861626005,53661.4779916592,36095.0748372996
"6733507","673350",2318,49,202591.861626005,53661.4779916592,36095.0748372996
"6733501","673350",2318,49,202591.861626005,53661.4779916592,36095.0748372996
"6733601","673360",2047,12,128109.186087503,38924.1678128412,18480.8615929333
"6733602","673360",2047,12,128109.186087503,38924.1678128412,18480.8615929333
"6733603","673360",2047,12,128109.186087503,38924.1678128412,18480.8615929333
"6733604","673360",2047,12,128109.186087503,38924.1678128412,18480.8615929333
"6733701","673370",815,29,35028.207935615,48902.5590437671,21915.9147284901
"6733704","673370",815,29,35028.207935615,48902.5590437671,21915.9147284901
"6733703","673370",815,29,35028.207935615,48902.5590437671,21915.9147284901
"6733702","673370",815,29,35028.207935615,48902.5590437671,21915.9147284901
"6733801","673380",1379,9,54413.1915625636,20206.2911261058,18759.5116382295
"6733903","673390",880,36,77233.1503126044,35817.577440454,28551.825285901
"6733902","673390",880,36,77233.1503126044,35817.577440454,28551.825285901
"6733901","673390",880,36,77233.1503126044,35817.577440454,28551.825285901
"6734003","673400",1140,41,60347.0728124443,38805.7588087937,26396.3350044753
"6734004","673400",1140,41,60347.0728124443,38805.7588087937,26396.3350044753
"6734002","673400",1140,41,60347.0728124443,38805.7588087937,26396.3350044753
"6734001","673400",1140,41,60347.0728124443,38805.7588087937,26396.3350044753
"6734101","673410",2115,47,175880.323437601,59960.0321534891,33308.1515540078
"6734105","673410",2115,47,175880.323437601,59960.0321534891,33308.1515540078
"6734108","673410",2115,47,175880.323437601,59960.0321534891,33308.1515540078
"6734103","673410",2115,47,175880.323437601,59960.0321534891,33308.1515540078
"6734107","673410",2115,47,175880.323437601,59960.0321534891,33308.1515540078
"6734104","673410",2115,47,175880.323437601,59960.0321534891,33308.1515540078
"6734106","673410",2115,47,175880.323437601,59960.0321534891,33308.1515540078
"6734102","673410",2115,47,175880.323437601,59960.0321534891,33308.1515540078
"6734203","673420",1049,37,141689.229459247,55609.885373944,25109.9502504653
"6734205","673420",1049,37,141689.229459247,55609.885373944,25109.9502504653
"6734204","673420",1049,37,141689.229459247,55609.885373944,25109.9502504653
"6734201","673420",1049,37,141689.229459247,55609.885373944,25109.9502504653
"6734202","673420",1049,37,141689.229459247,55609.885373944,25109.9502504653
"6734301","673430",1141,28,38035.5903126384,30794.5423457013,19478.5138822727
"6734304","673430",1141,28,38035.5903126384,30794.5423457013,19478.5138822727
"6734305","673430",1141,28,38035.5903126384,30794.5423457013,19478.5138822727
"6734302","673430",1141,28,38035.5903126384,30794.5423457013,19478.5138822727
"6734303","673430",1141,28,38035.5903126384,30794.5423457013,19478.5138822727
"6734402","673440",1012,32,49126.6824998246,24786.7395223212,16017.6820456933
"6734401","673440",1012,32,49126.6824998246,24786.7395223212,16017.6820456933
"6734405","673440",1012,32,49126.6824998246,24786.7395223212,16017.6820456933
"6734404","673440",1012,32,49126.6824998246,24786.7395223212,16017.6820456933
"6734403","673440",1012,32,49126.6824998246,24786.7395223212,16017.6820456933
"6734505","673450",1214,42,89273.389062429,42865.0615226385,16905.9591448768
"6734503","673450",1214,42,89273.389062429,42865.0615226385,16905.9591448768
"6734506","673450",1214,42,89273.389062429,42865.0615226385,16905.9591448768
"6734504","673450",1214,42,89273.389062429,42865.0615226385,16905.9591448768
"6734502","673450",1214,42,89273.389062429,42865.0615226385,16905.9591448768
"6734501","673450",1214,42,89273.389062429,42865.0615226385,16905.9591448768
"6734603","673460",856,48,199942.716874925,42523.2819386536,32194.4571377402
"6734601","673460",856,48,199942.716874925,42523.2819386536,32194.4571377402
"6734605","673460",856,48,199942.716874925,42523.2819386536,32194.4571377402
"6734604","673460",856,48,199942.716874925,42523.2819386536,32194.4571377402
"6734602","673460",856,48,199942.716874925,42523.2819386536,32194.4571377402
"6734703","673470",799,29,56215.2381251665,40693.7486839436,17019.545447485
"6734704","673470",799,29,56215.2381251665,40693.7486839436,17019.545447485
"6734702","673470",799,29,56215.2381251665,40693.7486839436,17019.545447485
"6734701","673470",799,29,56215.2381251665,40693.7486839436,17019.545447485
"6734801","673480",1039,9,121129.534999996,19526.533189965,5185.4527537903
"6734911","673491",1566,25,90558.4615625059,12982.9781823545,16905.2740999926
"6734923","673492",2145,26,105972.924081992,67623.6795587144,22190.640019559
"6734922","673492",2145,26,105972.924081992,67623.6795587144,22190.640019559
"6734924","673492",2145,26,105972.924081992,67623.6795587144,22190.640019559
"6734925","673492",2145,26,105972.924081992,67623.6795587144,22190.640019559
"6734926","673492",2145,26,105972.924081992,67623.6795587144,22190.640019559
"6734921","673492",2145,26,105972.924081992,67623.6795587144,22190.640019559
"6734931","673493",2103,27,82667.6938359842,65884.6844562365,19995.5418804437
"6734932","673493",2103,27,82667.6938359842,65884.6844562365,19995.5418804437
"6734942","673494",2265,74,174721.173036007,85965.7588765559,51204.614820494
"6734943","673494",2265,74,174721.173036007,85965.7588765559,51204.614820494
"6734945","673494",2265,74,174721.173036007,85965.7588765559,51204.614820494
"6734944","673494",2265,74,174721.173036007,85965.7588765559,51204.614820494
"6734946","673494",2265,74,174721.173036007,85965.7588765559,51204.614820494
"6734947","673494",2265,74,174721.173036007,85965.7588765559,51204.614820494
"6734941","673494",2265,74,174721.173036007,85965.7588765559,51204.614820494
"6734952","673495",841,14,52271.5271875266,34672.7806108006,12151.8527616783
"6734953","673495",841,14,52271.5271875266,34672.7806108006,12151.8527616783
"6734951","673495",841,14,52271.5271875266,34672.7806108006,12151.8527616783
"6734965","673496",833,59,105135.808437552,87761.4494053134,56244.8672222687
"6734962","673496",833,59,105135.808437552,87761.4494053134,56244.8672222687
"6734964","673496",833,59,105135.808437552,87761.4494053134,56244.8672222687
"6734963","673496",833,59,105135.808437552,87761.4494053134,56244.8672222687
"6734961","673496",833,59,105135.808437552,87761.4494053134,56244.8672222687
"6735004","673500",1787,55,268836.151407325,73628.1432485561,23655.1852424626
"6735005","673500",1787,55,268836.151407325,73628.1432485561,23655.1852424626
"6735002","673500",1787,55,268836.151407325,73628.1432485561,23655.1852424626
"6735003","673500",1787,55,268836.151407325,73628.1432485561,23655.1852424626
"6735001","673500",1787,55,268836.151407325,73628.1432485561,23655.1852424626
"6735102","673510",1120,42,38927.6329559848,47528.44756312,23859.9561940074
"6735104","673510",1120,42,38927.6329559848,47528.44756312,23859.9561940074
"6735103","673510",1120,42,38927.6329559848,47528.44756312,23859.9561940074
"6735101","673510",1120,42,38927.6329559848,47528.44756312,23859.9561940074
"6735201","673520",1146,16,112035.210373961,41240.629731291,10280.5102812378
"6735304","673530",766,27,15579.8143750145,14080.1165082002,12494.7906721309
"6735301","673530",766,27,15579.8143750145,14080.1165082002,12494.7906721309
"6735302","673530",766,27,15579.8143750145,14080.1165082002,12494.7906721309
"6735303","673530",766,27,15579.8143750145,14080.1165082002,12494.7906721309
"6735407","673540",1632,53,80252.059062511,58253.7696933234,33108.871483858
"6735402","673540",1632,53,80252.059062511,58253.7696933234,33108.871483858
"6735401","673540",1632,53,80252.059062511,58253.7696933234,33108.871483858
"6735403","673540",1632,53,80252.059062511,58253.7696933234,33108.871483858
"6735406","673540",1632,53,80252.059062511,58253.7696933234,33108.871483858
"6735405","673540",1632,53,80252.059062511,58253.7696933234,33108.871483858
"6735404","673540",1632,53,80252.059062511,58253.7696933234,33108.871483858
"6735504","673550",926,31,28483.614999926,23957.0435800205,13767.7278822737
"6735501","673550",926,31,28483.614999926,23957.0435800205,13767.7278822737
"6735503","673550",926,31,28483.614999926,23957.0435800205,13767.7278822737
"6735502","673550",926,31,28483.614999926,23957.0435800205,13767.7278822737
"6735505","673550",926,31,28483.614999926,23957.0435800205,13767.7278822737
"6735602","673560",1240,28,38249.5896874676,32256.497086553,19467.6742751866
"6735604","673560",1240,28,38249.5896874676,32256.497086553,19467.6742751866
